precio,moneda,expenses,direccion,titulo,ubicacion,superficie,dormitorio,antiguedad,banos,ambientes,cocheras,toilett,estado,disposicion,parrilla,gimnasio,pileta,solarium,playroom,quincho,ascensor,departamento,provincia,municipio,url_link,localidad_barrio,provincia_region
40000.0,$,,22 De Diciembre 2700,"Departamento en Alquiler en Posadas, Misiones Capital","Posadas, Misiones Capital",35.0,1.0,6.0,1.0,2.0,,,Bueno,Contra Frente,0,0,0,0,0,0,0,Capital,Misiones,Posadas,https://www.argenprop.com/departamento-en-alquiler-en-posadas-2-ambientes--12500356,Posadas,Misiones Capital
120000.0,$,22000.0,"AV. ROQUE PEREZ 1800, Piso 7","Departamento en Alquiler en Posadas, Misiones Capital","Posadas, Misiones Capital",,2.0,,,3.0,,,Bueno,Frente,0,0,0,0,0,0,0,Capital,Misiones,Posadas,https://www.argenprop.com/departamento-en-alquiler-en-posadas-3-ambientes--12537885,Posadas,Misiones Capital
50000.0,$,13000.0,Consultar Dirección,"Departamento en Alquiler en Posadas, Misiones Capital","Posadas, Misiones Capital",,,,,,,,,,0,0,0,0,0,0,0,,,,https://www.argenprop.com/departamento-en-alquiler-en-posadas--12541589,Posadas,Misiones Capital
250000.0,$,50000.0,25 de Mayo 1300,"Departamento en Alquiler en Posadas, Misiones Capital","Posadas, Misiones Capital",200.0,4.0,6.0,2.0,6.0,1.0,1.0,,,0,0,0,0,0,0,0,Capital,Misiones,Posadas,https://www.argenprop.com/departamento-en-alquiler-en-posadas-6-ambientes--12559587,Posadas,Misiones Capital
85000.0,$,,Consultar Dirección,"Departamento en Alquiler en Merlo, Junin","Merlo, Junin",80.0,2.0,0.0,2.0,3.0,1.0,,Excelente,Frente,0,0,0,0,0,0,0,,,,https://www.argenprop.com/departamento-en-alquiler-en-merlo-3-ambientes--12548380,Merlo,Junin
125000.0,$,,COLON,"Departamento en Alquiler en San Luis, San Luis Capital","San Luis, San Luis Capital",50.0,1.0,5.0,1.0,2.0,,,Muy Bueno,,0,0,0,0,0,0,0,Juan Martín de Pueyrredón,San Luis,San Luis,https://www.argenprop.com/departamento-en-alquiler-en-san-luis-2-ambientes--12587841,San Luis,San Luis Capital
55000.0,$,,Malvinas Argentinas,"Departamento en Alquiler en Carpinteria, Junin","Carpinteria, Junin",40.0,1.0,,1.0,2.0,1.0,,Excelente,,1,0,1,1,0,0,0,Junín,San Luis,Carpinteria,https://www.argenprop.com/departamento-en-alquiler-en-carpinteria-2-ambientes--11853189,Carpinteria,Junin
30000.0,$,,Barrio 272 Viviendas,"Departamento en Alquiler en 272 Viviendas, Merlo","272 Viviendas, Merlo",30.0,1.0,0.0,1.0,2.0,,,Excelente,,0,0,0,0,0,0,0,Junín,San Luis,Merlo,https://www.argenprop.com/departamento-en-alquiler-en-272-viviendas-2-ambientes--12566967,272 Viviendas,Merlo
65000.0,$,14.0,Tucumán Sur 600,"Departamento en Alquiler en San Juan, San Juan Capital","San Juan, San Juan Capital",57.0,2.0,56.0,1.0,3.0,,,Muy Bueno,Frente,0,0,0,0,0,0,0,Capital,San Juan,San Juan,https://www.argenprop.com/departamento-en-alquiler-en-san-juan-3-ambientes--10476311,San Juan,San Juan Capital
55000.0,$,3.0,General Juan Balcarce 100,"Departamento en Alquiler en Rivadavia, San Juan","Rivadavia, San Juan",38.0,1.0,,,2.0,,,Excelente,Interno,0,0,0,0,0,0,0,Rivadavia,San Juan,Rivadavia,https://www.argenprop.com/departamento-en-alquiler-en-rivadavia-2-ambientes--11661653,Rivadavia,San Juan
80000.0,$,,TUCUMAN NORTE 100,"Departamento en Alquiler en San Juan, San Juan Capital","San Juan, San Juan Capital",70.0,2.0,25.0,1.0,3.0,,,Excelente,Interno,0,0,0,0,0,0,0,Capital,San Juan,San Juan,https://www.argenprop.com/departamento-en-alquiler-en-san-juan-3-ambientes--12585321,San Juan,San Juan Capital
80000.0,$,,"Peru 300, Piso 7","Departamento en Alquiler en Parana, Entre Rios","Parana, Entre Rios",,1.0,,1.0,2.0,,,Muy Bueno,Frente,0,0,0,0,0,0,0,Paraná,Entre Ríos,,https://www.argenprop.com/departamento-en-alquiler-en-parana-2-ambientes--12525499,Parana,Entre Rios
65000.0,$,,Antonio De Luque 900,"Departamento en Alquiler en Concordia, Entre Rios","Concordia, Entre Rios",75.0,2.0,4.0,2.0,3.0,1.0,,Bueno,Frente,0,0,0,0,0,0,0,Concordia,Entre Ríos,,https://www.argenprop.com/departamento-en-alquiler-en-concordia-3-ambientes--7583228,Concordia,Entre Rios
20000.0,$,,Boulevard Eva Peron al 200,"Departamento en Alquiler en Victoria, Entre Rios","Victoria, Entre Rios",139.0,2.0,0.0,2.0,4.0,1.0,,,,0,0,1,0,0,0,0,Victoria,Entre Ríos,,https://www.argenprop.com/departamento-en-alquiler-en-victoria-4-ambientes--12516379,Victoria,Entre Rios
58000.0,$,4000.0,"ENTRE RIOS 400, Piso PB","Departamento en Alquiler en Concordia, Entre Rios","Concordia, Entre Rios",,1.0,,1.0,2.0,,,Muy Bueno,Interno,0,0,0,0,0,0,0,Concordia,Entre Ríos,,https://www.argenprop.com/departamento-en-alquiler-en-concordia-2-ambientes--12165446,Concordia,Entre Rios
45000.0,$,,Juan b. Justo al 1800,"Departamento en Alquiler en Gualeguaychu, Entre Rios","Gualeguaychu, Entre Rios",35.0,1.0,0.0,1.0,2.0,,,,,0,0,0,0,0,0,0,Gualeguaychú,Entre Ríos,,https://www.argenprop.com/departamento-en-alquiler-en-gualeguaychu-2-ambientes--12563451,Gualeguaychu,Entre Rios
35000.0,$,,San Lorenzo casi Goldaracena,"Departamento en Alquiler en Gualeguaychu, Entre Rios","Gualeguaychu, Entre Rios",,2.0,25.0,1.0,3.0,,,,,0,0,0,0,0,0,0,Gualeguaychú,Entre Ríos,,https://www.argenprop.com/departamento-en-alquiler-en-gualeguaychu-3-ambientes--12563609,Gualeguaychu,Entre Rios
75000.0,$,,PUERTO SAN JULIAN,"Departamento en Alquiler en Caleta Olivia, Deseado","Caleta Olivia, Deseado",65.0,1.0,,,2.0,,,Bueno,,0,0,0,0,0,0,0,Deseado,Santa Cruz,,https://www.argenprop.com/departamento-en-alquiler-en-caleta-olivia-2-ambientes--12548570,Caleta Olivia,Deseado
185500.0,$,,Antares Nordelta 100,"Departamento en Alquiler en 28 De Noviembre, Guer Aike","28 De Noviembre, Guer Aike",,,0.0,,,1.0,,Muy Bueno,Frente,0,0,0,0,0,0,0,Tigre,Buenos Aires,Tigre,https://www.argenprop.com/departamento-en-alquiler-en-28-de-noviembre--12465144,28 De Noviembre,Guer Aike
630700.0,$,,"Centro, Bariloche","Departamento en Alquiler en San Carlos De Bariloche, Bariloche","San Carlos De Bariloche, Bariloche",133.0,2.0,0.0,2.0,3.0,,,,,0,0,0,0,0,0,0,Bariloche,Río Negro,San Carlos de Bariloche,https://www.argenprop.com/departamento-en-alquiler-en-san-carlos-de-bariloche-3-ambientes--12519290,San Carlos De Bariloche,Bariloche
110000.0,$,,Alquiler Monoambiente Amoblado c/cochera - Alselmo Paponi 495 -  B Piedras Blancas - Fernández Oro - Departamento  Gral. Roca - Rio Negro,"Departamento en Alquiler en General Fernandez Oro, General Roca","General Fernandez Oro, General Roca",61.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,General Roca,Río Negro,Gral. Fdez. Oro,https://www.argenprop.com/departamento-en-alquiler-en-general-fernandez-oro-1-ambiente--12587057,General Fernandez Oro,General Roca
200000.0,$,15000.0,Francisco P. Moreno 200,"Departamento en Alquiler en San Carlos De Bariloche, Bariloche","San Carlos De Bariloche, Bariloche",90.0,3.0,,2.0,4.0,,,Excelente,Frente,0,0,0,0,0,0,0,Bariloche,Río Negro,San Carlos de Bariloche,https://www.argenprop.com/departamento-en-alquiler-en-san-carlos-de-bariloche-4-ambientes--8321116,San Carlos De Bariloche,Bariloche
556500.0,$,,Av. Bustillo 800,"Departamento en Alquiler en San Carlos De Bariloche, Bariloche","San Carlos De Bariloche, Bariloche",64.0,1.0,0.0,1.0,2.0,1.0,,Excelente,,0,0,0,0,0,0,0,Bariloche,Río Negro,San Carlos de Bariloche,https://www.argenprop.com/departamento-en-alquiler-en-san-carlos-de-bariloche-2-ambientes--8898758,San Carlos De Bariloche,Bariloche
630700.0,$,,Av. Bustillo 800,"Departamento en Alquiler en San Carlos De Bariloche, Bariloche","San Carlos De Bariloche, Bariloche",133.0,2.0,,2.0,3.0,1.0,,Excelente,,0,0,0,0,0,0,0,Bariloche,Río Negro,San Carlos de Bariloche,https://www.argenprop.com/departamento-en-alquiler-en-san-carlos-de-bariloche-3-ambientes--11520307,San Carlos De Bariloche,Bariloche
220000.0,$,,General Fernández Oro 0,"Departamento en Alquiler en Cipolletti, General Roca","Cipolletti, General Roca",83.0,3.0,10.0,1.0,4.0,1.0,1.0,,,0,0,0,0,0,0,0,General Roca,Río Negro,Cipolletti,https://www.argenprop.com/departamento-en-alquiler-en-cipolletti-4-ambientes--12114103,Cipolletti,General Roca
70000.0,$,,ABDON PERALTA,"Departamento en Alquiler en Rada Tilly, Escalante","Rada Tilly, Escalante",,0.0,,,,,,Bueno,,0,0,0,0,0,0,0,Escalante,Chubut,Rada Tilly,https://www.argenprop.com/departamento-en-alquiler-en-rada-tilly--11808752,Rada Tilly,Escalante
120000.0,$,,Avenida EEUU 1400,"Departamento en Alquiler en Comodoro Rivadavia, Escalante","Comodoro Rivadavia, Escalante",65.0,2.0,0.0,1.0,3.0,,,Excelente,Frente,0,0,0,0,0,0,0,Escalante,Chubut,Comodoro Rivadavia,https://www.argenprop.com/departamento-en-alquiler-en-comodoro-rivadavia-3-ambientes--12530185,Comodoro Rivadavia,Escalante
160000.0,$,,Fragata Sto 900,"Departamento en Alquiler en Rada Tilly, Escalante","Rada Tilly, Escalante",89.0,2.0,15.0,2.0,3.0,1.0,,Excelente,,0,0,0,0,0,0,0,Escalante,Chubut,Rada Tilly,https://www.argenprop.com/departamento-en-alquiler-en-rada-tilly-3-ambientes--12578800,Rada Tilly,Escalante
75000.0,$,9600.0,"Duarte Quiros 2500, Piso 6","Departamento en Alquiler en Alto Alberdi, Cordoba","Alto Alberdi, Cordoba",52.0,1.0,5.0,1.0,2.0,,,Muy Bueno,Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-alto-alberdi-2-ambientes--6262241,Alto Alberdi,Cordoba
130000.0,$,,"Buenos Aires 400, Piso 5","Departamento en Alquiler en Cordoba, Cordoba Capital","Cordoba, Cordoba Capital",,2.0,25.0,2.0,,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-cordoba--12535738,Cordoba,Cordoba Capital
140000.0,$,21200.0,"Bv Chacabuco 1200, Piso 1","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",66.0,2.0,30.0,1.0,3.0,,,Bueno,Contra Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-3-ambientes--12547923,Nueva Cordoba,Cordoba
60000.0,$,,Soldado Ruiz 1000,"Departamento en Alquiler en San Martin, Cordoba","San Martin, Cordoba",45.0,1.0,,1.0,,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-san-martin--11542601,San Martin,Cordoba
55000.0,$,,"Salta 100, Piso 1","Departamento en Alquiler en Cordoba, Cordoba Capital","Cordoba, Cordoba Capital",30.0,1.0,18.0,1.0,,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-cordoba--6052987,Cordoba,Cordoba Capital
120000.0,$,5200.0,"PotosÍ 1300, Piso 1","Departamento en Alquiler en General Pueyrredon, Cordoba","General Pueyrredon, Cordoba",66.0,3.0,50.0,1.0,4.0,,,Muy Bueno,Contra Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-general-pueyrredon-4-ambientes--11575912,General Pueyrredon,Cordoba
169000.0,$,30000.0,Pistonala,"Departamento en Alquiler en Manantiales, Cordoba","Manantiales, Cordoba",95.0,2.0,5.0,2.0,3.0,1.0,,Excelente,Contra Frente,1,0,1,1,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-manantiales-3-ambientes--12231114,Manantiales,Cordoba
87000.0,$,15000.0,"Hipolito Yrigoyen 400, Piso 13","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",40.0,1.0,,1.0,,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba--10405696,Nueva Cordoba,Cordoba
140000.0,$,21000.0,"Obipo Oro 400, Piso 13","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",66.0,2.0,16.0,1.0,3.0,,,Muy Bueno,Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-3-ambientes--12591724,Nueva Cordoba,Cordoba
130000.0,$,15000.0,Bazán De Pedraza 3200,"Departamento en Alquiler en Alto Verde, Cordoba","Alto Verde, Cordoba",50.0,2.0,0.0,2.0,3.0,1.0,,Excelente,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-alto-verde-3-ambientes--10874969,Alto Verde,Cordoba
150000.0,$,7800.0,Duarte quiros 310,"Departamento en Alquiler en Centro, Cordoba","Centro, Cordoba",35.0,1.0,30.0,1.0,2.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--12583928,Centro,Cordoba
149000.0,$,,"Bv Pte. Umberto Arturo Illia 100, Piso 14","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",100.0,2.0,8.0,1.0,3.0,,,Excelente,Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-3-ambientes--12568171,Nueva Cordoba,Cordoba
65000.0,$,,"9 DE JULIO 1300, Piso 5","Departamento en Alquiler en Alberdi, Cordoba","Alberdi, Cordoba",38.0,1.0,,1.0,,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-alberdi--12569987,Alberdi,Cordoba
240000.0,$,8000.0,"Obispo Salguero 600, Piso 9","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",140.0,3.0,20.0,3.0,6.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-6-ambientes--11357911,Nueva Cordoba,Cordoba
38000.0,$,,"Tandil 3500, Piso 1","Departamento en Alquiler en Jardin Del Pilar, Cordoba","Jardin Del Pilar, Cordoba",45.0,1.0,,1.0,2.0,1.0,1.0,Muy Bueno,Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-jardin-del-pilar-2-ambientes--12579781,Jardin Del Pilar,Cordoba
150000.0,$,15000.0,"Bv Illia 100, Piso 14","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",47.0,2.0,,1.0,3.0,,,Excelente,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-3-ambientes--12585152,Nueva Cordoba,Cordoba
25000.0,$,2500.0,Pje Intihuasi al 300,"Departamento en Alquiler en Villa General Belgrano, Calamuchita","Villa General Belgrano, Calamuchita",55.0,2.0,3.0,1.0,3.0,1.0,,,,0,0,1,0,0,0,0,Calamuchita,Córdoba,Villa General Belgrano,https://www.argenprop.com/departamento-en-alquiler-en-villa-general-belgrano-3-ambientes--11894385,Villa General Belgrano,Calamuchita
420000.0,$,50700.0,"Hipolito Yrigoyen 594, piso 10° - Torre A","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",270.0,5.0,0.0,5.0,7.0,2.0,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-7-ambientes--12122296,Nueva Cordoba,Cordoba
45000.0,$,,"Salta 200, Piso PB","Departamento en Alquiler en San Francisco, San Justo","San Francisco, San Justo",,2.0,,1.0,3.0,,,,,0,0,0,0,0,0,0,San Justo,Córdoba,San Francisco,https://www.argenprop.com/departamento-en-alquiler-en-san-francisco-3-ambientes--6770215,San Francisco,San Justo
85000.0,$,,"Av. Illia 2500, Piso 1","Departamento en Alquiler en Santa Rita, Villa Carlos Paz","Santa Rita, Villa Carlos Paz",45.0,1.0,10.0,1.0,2.0,1.0,,Excelente,Interno,0,0,0,0,0,0,0,,,,https://www.argenprop.com/departamento-en-alquiler-en-santa-rita-2-ambientes--6634375,Santa Rita,Villa Carlos Paz
445200.0,$,,Av H Yrigoyen 400,"Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",,3.0,,,,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba--12429998,Nueva Cordoba,Cordoba
40000.0,$,,"Entre Ríos 1700, Piso PA","Departamento en Alquiler en San Francisco, San Justo","San Francisco, San Justo",,2.0,,1.0,3.0,,,Muy Bueno,Frente,0,0,0,0,0,0,0,San Justo,Córdoba,San Francisco,https://www.argenprop.com/departamento-en-alquiler-en-san-francisco-3-ambientes--6768622,San Francisco,San Justo
110000.0,$,22000.0,Av. Colon al 600,"Departamento en Alquiler en Centro, Cordoba","Centro, Cordoba",100.0,2.0,47.0,2.0,5.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-centro-5-ambientes--12554982,Centro,Cordoba
50000.0,$,,"Florencio Sanchez 100, Piso PB","Departamento en Alquiler en San Francisco, San Justo","San Francisco, San Justo",,2.0,,1.0,3.0,1.0,,Bueno,Frente,0,0,0,0,0,0,0,San Justo,Córdoba,San Francisco,https://www.argenprop.com/departamento-en-alquiler-en-san-francisco-3-ambientes--6561354,San Francisco,San Justo
40000.0,$,,"Ameghino 200, Piso PB","Departamento en Alquiler en San Francisco, San Justo","San Francisco, San Justo",,1.0,,1.0,2.0,,,,,0,0,0,0,0,0,0,San Justo,Córdoba,San Francisco,https://www.argenprop.com/departamento-en-alquiler-en-san-francisco-2-ambientes--7846283,San Francisco,San Justo
115000.0,$,,AV. Maipu 18,"Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",50.0,1.0,20.0,1.0,2.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-2-ambientes--12556442,Nueva Cordoba,Cordoba
80000.0,$,7500.0,Domingo funes al 450,"Departamento en Alquiler en Guemes, Cordoba","Guemes, Cordoba",50.0,1.0,10.0,1.0,2.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-guemes-2-ambientes--12584030,Guemes,Cordoba
8400.0,$,,SAAVEDRA 100,"Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",48.0,1.0,0.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-1-ambiente--5986249,Villa Carlos Paz,Punilla
22000.0,$,,DR MARADONA 300,"Departamento en Alquiler en Malvinas, Villa Carlos Paz","Malvinas, Villa Carlos Paz",56.0,2.0,0.0,1.0,2.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-malvinas-2-ambientes--5984498,Malvinas,Villa Carlos Paz
14000.0,$,,Alberdi 100,"Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",40.0,1.0,0.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-1-ambiente--6484263,Villa Carlos Paz,Punilla
14000.0,$,,"Moreno 100, Piso 000 000","Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",50.0,0.0,0.0,1.0,,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz--7319298,Villa Carlos Paz,Punilla
11000.0,$,,"Moreno 100, Piso 7 H","Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",48.0,1.0,0.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-1-ambiente--8211254,Villa Carlos Paz,Punilla
18000.0,$,,San Martin 500,"Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",56.0,1.0,1.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-1-ambiente--8411135,Villa Carlos Paz,Punilla
14000.0,$,,Jose Ingenieros 100,"Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",50.0,1.0,3.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-1-ambiente--11128665,Villa Carlos Paz,Punilla
14400.0,$,,Gobernador ortiz herrera 100,"Departamento en Alquiler en Santa Rita, Villa Carlos Paz","Santa Rita, Villa Carlos Paz",60.0,1.0,4.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-santa-rita-1-ambiente--12033383,Santa Rita,Villa Carlos Paz
9600.0,$,,Teniente morandini 100,"Departamento en Alquiler en Centro, Villa Carlos Paz","Centro, Villa Carlos Paz",40.0,1.0,4.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-centro-1-ambiente--12037391,Centro,Villa Carlos Paz
12000.0,$,,GRAL DEHEZA 100,"Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",40.0,2.0,0.0,1.0,2.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-2-ambientes--12124535,Villa Carlos Paz,Punilla
12000.0,$,,LA RIOJA 100,"Departamento en Alquiler en Villa Carlos Paz, Punilla","Villa Carlos Paz, Punilla",45.0,1.0,7.0,1.0,1.0,,,,,0,0,0,0,0,0,0,Punilla,Córdoba,Villa Carlos Paz,https://www.argenprop.com/departamento-en-alquiler-en-villa-carlos-paz-1-ambiente--12503177,Villa Carlos Paz,Punilla
120000.0,$,,"Jose M Estrada 100, Piso 2","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",,1.0,,1.0,5.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-5-ambientes--12531539,Nueva Cordoba,Cordoba
75000.0,$,10000.0,27 de abril 800,"Departamento en Alquiler en Alberdi, Cordoba","Alberdi, Cordoba",42.0,1.0,,1.0,2.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-alberdi-2-ambientes--12542458,Alberdi,Cordoba
150000.0,$,,General Deheza,"Departamento en Alquiler en General Paz, Cordoba","General Paz, Cordoba",40.0,1.0,0.0,1.0,3.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-general-paz-3-ambientes--12548350,General Paz,Cordoba
482300.0,$,,Jiménez de Lorca 4600,"Departamento en Alquiler en Cerro De Las Rosas, Cordoba","Cerro De Las Rosas, Cordoba",180.0,2.0,0.0,4.0,2.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-cerro-de-las-rosas-2-ambientes--12558803,Cerro De Las Rosas,Cordoba
95000.0,$,,"Mariano fragueiro 2700, Piso PB","Departamento en Alquiler en Alta Cordoba, Cordoba","Alta Cordoba, Cordoba",80.0,2.0,0.0,1.0,4.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-alta-cordoba-4-ambientes--12559225,Alta Cordoba,Cordoba
300000.0,$,65836.0,Av. República Popular de China al 1400,"Departamento en Alquiler en Countries y Barrios Cerrados en Cordoba Capital, Cordoba Capital","Countries y Barrios Cerrados en Cordoba Capital, Cordoba Capital",127.0,2.0,0.0,2.0,4.0,1.0,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-countries-y-barrios-cerrados-en-cordoba-capital-4-ambientes--12561240,Countries y Barrios Cerrados en Cordoba Capital,Cordoba Capital
90000.0,$,,Corro 600,"Departamento en Alquiler en Observatorio, Cordoba","Observatorio, Cordoba",,2.0,,1.0,3.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-observatorio-3-ambientes--12563103,Observatorio,Cordoba
40000.0,$,,Intendente Ramon Mestre 2300,"Departamento en Alquiler en San Martin, Cordoba","San Martin, Cordoba",35.0,1.0,,1.0,2.0,,,Bueno,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-san-martin-2-ambientes--12563615,San Martin,Cordoba
150000.0,$,13000.0,"Caseros 200, Piso 6","Departamento en Alquiler en Centro, Cordoba","Centro, Cordoba",110.0,2.0,12.0,1.0,4.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-centro-4-ambientes--12565918,Centro,Cordoba
70000.0,$,8000.0,Espora al 200,"Departamento en Alquiler en Alto Alberdi, Cordoba","Alto Alberdi, Cordoba",40.0,1.0,0.0,1.0,3.0,,,,,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-alto-alberdi-3-ambientes--12569998,Alto Alberdi,Cordoba
100000.0,$,14000.0,Marcelo T. de Alvear 1000,"Departamento en Alquiler en Guemes, Cordoba","Guemes, Cordoba",45.0,1.0,0.0,1.0,2.0,,,Excelente,Contra frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-guemes-2-ambientes--12557257,Guemes,Cordoba
51940000.0,$,22000.0,"Obispo Salguero 700, Piso 8","Departamento en Alquiler en Nueva Cordoba, Cordoba","Nueva Cordoba, Cordoba",75.0,2.0,20.0,2.0,5.0,,,Excelente,Frente,0,0,0,0,0,0,0,Capital,Córdoba,Córdoba,https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-5-ambientes--12519935,Nueva Cordoba,Cordoba
